objectFilename,objectUrl,objectFileSize,objectDesignator,objectId,objectType,objectDescription
26846-2014-003-pr.jpg,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/6/7107/7710706/content/arcmedia/midatlantic/public/gallery/26846-2014-003-pr.jpg,1209199,3,15229462,Image (JPG),
26846-2014-004-pr.jpg,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/6/7107/7710706/content/arcmedia/midatlantic/public/gallery/26846-2014-004-pr.jpg,1200219,4,15229464,Image (JPG),
26846-2014-001-pr.jpg,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/6/7107/7710706/content/arcmedia/midatlantic/public/gallery/26846-2014-001-pr.jpg,1569494,1,15229458,Image (JPG),
26846-2014-002-pr.jpg,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/6/7107/7710706/content/arcmedia/midatlantic/public/gallery/26846-2014-002-pr.jpg,1580484,2,15229460,Image (JPG),
26846-2014.pdf,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/6/7107/7710706/content/arcmedia/midatlantic/public/gallery/26846-2014.pdf,5581299,,15229459,Portable Document File (PDF),Download the PDF
