objectFilename,objectUrl,objectFileSize,objectId,objectType
44024339_01.jpg,https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/projects/2017/44024339_01.jpg,2478612,66392507,Image (JPG)
44024339_02.jpg,https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/projects/2017/44024339_02.jpg,2248364,66392508,Image (JPG)
44024339.pdf,https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/projects/2017/44024339.pdf,4059294,66392506,Portable Document File (PDF)
