objectFilename,objectUrl,objectFileSize,objectDesignator,objectId,objectType,objectDescription
RG36_PH2318_c12_10_1820.jpg,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/4/1265/12126504/content/arcmedia/midatlantic/public/866763/RG36_PH2318_c12_10_1820.jpg,1596219,RG36_PH2318_c12_10_1820.jpg,16011149,Image (JPG),
rg36_ph2318_c12_10_1820.pdf,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/4/1265/12126504/content/arcmedia/midatlantic/public/866763/rg36_ph2318_c12_10_1820.pdf,75854,,16011150,Portable Document File (PDF),Download the PDF
